demand,fixed_time_min,episode,rgap
1300,0.17,50,-0.3818730558636845
1300,0.17,51,0.035623276320142526
1300,0.17,52,-0.3587516420659194
1300,0.17,53,-0.4026351949311453
1300,0.17,54,-0.5422647472144566
1300,0.17,55,-0.891278588509088
1300,0.17,56,-0.7920218078958424
1300,0.17,57,-0.7206053882332374
1300,0.17,58,-0.8280173274490094
1300,0.17,59,-0.838332223336548
1300,0.17,60,-0.4482430287263263
1300,0.17,61,-0.6296851046449223
1300,0.17,62,-0.7512558961963605
1300,0.17,63,-1.2694319421540823
1300,0.17,64,-0.7784434575832002
1300,0.17,65,-0.6444219970760242
1300,0.17,66,-0.9720784380898979
1300,0.17,67,-0.822909816288827
1300,0.17,68,-1.0532524931672476
1300,0.17,69,-0.8400577993958885
1300,0.17,70,-1.1369244628355555
1300,0.17,71,-0.8565816419629968
1300,0.17,72,-0.6100900535754588
1300,0.25,0,11.25053119625435
1300,0.25,1,11.701065858061934
1300,0.25,2,11.119977627184419
1300,0.25,3,10.204458983988006
1300,0.25,4,12.562772474644863
1300,0.25,5,11.858289514380244
1300,0.25,6,12.666939353069804
1300,0.25,7,12.108560703269607
1300,0.25,8,10.47405527280572
1300,0.25,9,10.272753114779986
1300,0.25,10,12.249212736990806
1300,0.25,11,12.023956343969704
1300,0.25,12,10.56976318697654
1300,0.25,13,10.607741847209141
1300,0.25,14,10.823792486630841
1300,0.25,15,10.296341244582662
1300,0.25,16,11.264240335960032
1300,0.25,17,11.027572603673988
1300,0.25,18,12.134992211317195
1300,0.25,19,12.44292325831213
1300,0.25,20,11.974601089114248
1300,0.25,21,10.23784943081861
1300,0.25,22,12.094546248967736
1300,0.25,23,12.181284552962863
1300,0.25,24,11.279424489081816
1300,0.25,25,11.310518501523731
1300,0.25,26,8.294745767773552
1300,0.25,27,6.555848605778
1300,0.25,28,5.826833801532333
1300,0.25,29,4.65011646772582
1300,0.25,30,4.107238354762767
1300,0.25,31,3.121398384149103
1300,0.25,32,2.9991428893638314
1300,0.25,33,2.325041955668311
1300,0.25,34,1.2703830656232724
1300,0.25,35,1.100791906271996
1300,0.25,36,-0.19901577050262376
1300,0.25,37,-0.4631133724927159
1300,0.25,38,-0.018921127658679125
1300,0.25,39,-1.3592359730787669
1300,0.25,40,-1.0845631553907027
1300,0.25,41,-1.1196646687931207
1300,0.25,42,-1.6388735309238438
1300,0.25,43,-1.254418131602851
1300,0.25,44,-1.8239238665035036
1300,0.25,45,-2.132162341930115
1300,0.25,46,-1.749796859908818
1300,0.25,47,-1.9875888886886912
1300,0.25,48,-2.0136272804849105
1300,0.25,49,-1.7723704998824368
1300,0.25,50,-2.118399487170173
1300,0.25,51,-1.8298971843962497
1300,0.25,52,-2.2001140436843962
1300,0.25,53,-2.0570610236331817
1300,0.25,54,-2.3816851691713934
1300,0.25,55,-2.546958098709225
1300,0.25,56,-2.5511001622192184
1300,0.25,57,-2.428713577870505
1300,0.25,58,-2.5165149878863957
1300,0.25,59,-2.6143826904350926
1300,0.25,60,-2.347461320768839
1300,0.25,61,-2.386715610363083
1300,0.25,62,-2.712006144935356
1300,0.25,63,-2.969484360530719
1300,0.25,64,-2.555223601320383
1300,0.25,65,-2.5445006450610124
1300,0.25,66,-2.613614776160427
1300,0.25,67,-2.6830778719579405
1300,0.25,68,-2.882741570454265
1300,0.25,69,-2.8422920270910232
1300,0.25,70,-2.946642275987197
1300,0.25,71,-2.7100883651538075
1300,0.25,72,-2.630456804818605
1300,0.5,0,7.013698593814515
1300,0.5,1,6.929657648700436
1300,0.5,2,7.065716422487296
1300,0.5,3,5.932898501904724
1300,0.5,4,7.961846026238498
1300,0.5,5,7.247383386856941
1300,0.5,6,8.420569593640973
1300,0.5,7,7.665726438860385
1300,0.5,8,6.065382400995247
1300,0.5,9,6.17638118587605
1300,0.5,10,7.652484712160515
1300,0.5,11,7.438341055644219
1300,0.5,12,6.402391959890608
1300,0.5,13,6.581967380421555
1300,0.5,14,6.472866993583137
1300,0.5,15,5.919688360542484
1300,0.5,16,6.891308607231295
1300,0.5,17,6.424258360206289
1300,0.5,18,8.026046830349017
1300,0.5,19,7.991009413012094
1300,0.5,20,7.142072772197965
1300,0.5,21,5.421437563686097
1300,0.5,22,7.705787238303681
1300,0.5,23,7.9532036503732755
1300,0.5,24,7.0283727276796135
1300,0.5,25,6.866423008803903
1300,0.5,26,4.0853431728525464
1300,0.5,27,2.3955028257442836
1300,0.5,28,2.008482366618904
1300,0.5,29,0.6707074847415179
1300,0.5,30,0.3783044349091156
1300,0.5,31,-0.3863076883085093
1300,0.5,32,-0.5189168774816075
1300,0.5,33,-1.0912815391600639
1300,0.5,34,-2.066827656703189
1300,0.5,35,-2.3416948599886562
1300,0.5,36,-3.485691938742238
1300,0.5,37,-3.906978647406756
1300,0.5,38,-3.542028310525754
1300,0.5,39,-4.5481720523985425
1300,0.5,40,-4.136816599257466
1300,0.5,41,-4.117580528563585
1300,0.5,42,-4.649029626826586
1300,0.5,43,-4.354235835508616
1300,0.5,44,-4.681162117332732
1300,0.5,45,-5.14080353051847
1300,0.5,46,-4.4145983268047155
1300,0.5,47,-4.829453965089746
1300,0.5,48,-4.980572349819301
1300,0.5,49,-4.476823580461998
1300,0.5,50,-4.796504282040818
1300,0.5,51,-4.653932395639545
1300,0.5,52,-5.202620072670867
1300,0.5,53,-5.0456512331551355
1300,0.5,54,-5.207025810833299
1300,0.5,55,-5.361112675264214
1300,0.5,56,-5.1764556701075115
1300,0.5,57,-5.303854451135741
1300,0.5,58,-5.2981156344832385
1300,0.5,59,-5.355337851742255
1300,0.5,60,-5.172529980999439
1300,0.5,61,-5.1479934058043275
1300,0.5,62,-5.49493312977224
1300,0.5,63,-5.617529588012496
1300,0.5,64,-5.134478390813386
1300,0.5,65,-5.207606336805389
1300,0.5,66,-5.490603055987127
1300,0.5,67,-5.441505178508604
1300,0.5,68,-5.689749762365386
1300,0.5,69,-5.372370464256396
1300,0.5,70,-5.708720859215124
1300,0.5,71,-5.391960294826053
1300,0.5,72,-5.195117534509112
1550,0.08,0,25.099756031332497
1550,0.08,1,26.455253711688997
1550,0.08,2,27.553023264561443
1550,0.08,3,25.58574353709145
1550,0.08,4,24.63302234092462
1550,0.08,5,22.650715402353928
1550,0.08,6,27.64179695351578
1550,0.08,7,24.13660105647571
1550,0.08,8,24.433639887686592
1550,0.08,9,25.222948495869275
1550,0.08,10,24.230423112715716
1550,0.08,11,26.058259849705063
1550,0.08,12,21.041699177741656
1550,0.08,13,27.05654233691361
1550,0.08,14,26.6798027009589
1550,0.08,15,24.646167135276265
1550,0.08,16,22.41743324495685
1550,0.08,17,24.752772123069736
1550,0.08,18,24.82749757395945
1550,0.08,19,25.3047319038119
1550,0.08,20,24.907070784578682
1550,0.08,21,25.907348906744836
1550,0.08,22,25.653149327839238
1550,0.08,23,25.519468849803268
1550,0.08,24,24.647127386626433
1550,0.08,25,23.176801480963512
1550,0.08,26,20.18105370484685
1550,0.08,27,20.789850531103916
1550,0.08,28,18.420337481666433
1550,0.08,29,20.45989767244294
1550,0.08,30,17.691367352525234
1550,0.08,31,18.50531186744753
1550,0.08,32,15.432283515158874
1550,0.08,33,16.292564773568945
1550,0.08,34,16.19067492004339
1550,0.08,35,14.745155265432267
1550,0.08,36,13.620312683625771
1550,0.08,37,14.139639809774254
1550,0.08,38,13.175831701465398
1550,0.08,39,13.296862315423464
1550,0.08,40,13.380164235688024
1550,0.08,41,12.49395807836557
1550,0.08,42,11.864599610279368
1550,0.08,43,12.715511173396576
1550,0.08,44,10.813128484700904
1550,0.08,45,11.26102984652796
1550,0.08,46,9.997987217486257
1550,0.08,47,10.811830018784127
1550,0.08,48,10.376829655406802
1550,0.08,49,12.065853021344985
1550,0.08,50,11.863584780566402
1550,0.08,51,12.003703666329182
1550,0.08,52,10.561576949555244
1550,0.08,53,11.54275654654907
1550,0.08,54,10.785361490269311
1550,0.08,55,11.449020437377264
1550,0.08,56,9.917275741813029
1550,0.08,57,11.865235675058056
1550,0.08,58,10.99593999644426
1550,0.08,59,10.847974637434916
1550,0.08,60,9.954602745309886
1550,0.08,61,8.775523777517535
1550,0.08,62,9.490688615980101
1550,0.08,63,10.439730917701256
1550,0.08,64,8.435122108277216
1550,0.08,65,8.916729305668623
1550,0.08,66,9.761186841843314
1550,0.08,67,9.72629007492212
1550,0.08,68,9.69938572342172
1550,0.08,69,8.668336351468321
1550,0.08,70,8.631678197066957
1550,0.08,71,10.494825535943617
1550,0.08,72,8.896394439369146
1550,0.08,73,10.175446655193085
1550,0.08,74,8.805943921465948
1550,0.08,75,9.243551750318545
1550,0.08,76,8.935309395861697
1550,0.08,77,8.759092070639204
1550,0.08,78,8.153467003987702
1550,0.08,79,8.8322419792767
1550,0.08,80,7.817314540848878
1550,0.17,0,20.076236656123385
1550,0.17,1,21.53651421438552
1550,0.17,2,22.732174271207562
1550,0.17,3,20.753639022176422
1550,0.17,4,18.94377242689237
1550,0.17,5,17.430556446833823
1550,0.17,6,22.105500432919264
1550,0.17,7,18.776232171265704
1550,0.17,8,19.391998078788745
1550,0.17,9,20.158858119753067
1550,0.17,10,19.260040007256233
1550,0.17,11,21.181405711294882
1550,0.17,12,16.325930233774795
1550,0.17,13,21.922331313645092
1550,0.17,14,21.512210801556105
1550,0.17,15,19.829021880040305
1550,0.17,16,17.079804985932007
1550,0.17,17,19.717255281184386
1550,0.17,18,20.33516460579128
1550,0.17,19,20.296126152826975
1550,0.17,20,19.339461236902135
1550,0.17,21,20.538038262988596
1550,0.17,22,20.155995012384366
1550,0.17,23,20.8630130331217
1550,0.17,24,19.619928168504323
1550,0.17,25,18.44080548844604
1550,0.17,26,15.469428423049948
1550,0.17,27,16.081536965680375
1550,0.17,28,13.699308639753447
1550,0.17,29,15.438434110375931
1550,0.17,30,12.723123308109763
1550,0.17,31,13.24501271300692
1550,0.17,32,11.391859649163925
1550,0.17,33,11.668284988238852
1550,0.17,34,11.90069629745025
1550,0.17,35,10.01632890046434
1550,0.17,36,8.745952447434822
1550,0.17,37,9.787605452776091
1550,0.17,38,8.88667063610506
1550,0.17,39,9.38385666153577
1550,0.17,40,8.971111629834633
1550,0.17,41,8.25658239889291
1550,0.17,42,7.857996207974266
1550,0.17,43,8.638596237676714
1550,0.17,44,7.210966137668928
1550,0.17,45,7.327141863643252
1550,0.17,46,6.318479436680777
1550,0.17,47,7.141940458044413
1550,0.17,48,6.487029450216736
1550,0.17,49,7.922738608755988
1550,0.17,50,7.801661156204739
1550,0.17,51,8.204681090787197
1550,0.17,52,6.760392467129734
1550,0.17,53,7.960425380910295
1550,0.17,54,7.172621350186696
1550,0.17,55,7.702123061296019
1550,0.17,56,6.220378719018893
1550,0.17,57,8.294278098623401
1550,0.17,58,7.681155640402272
1550,0.17,59,7.2871074059303975
1550,0.17,60,6.44598903089477
1550,0.17,61,5.461672755877237
1550,0.17,62,6.282875613112841
1550,0.17,63,7.151942299453962
1550,0.17,64,5.2297421490448945
1550,0.17,65,5.333812112405221
1550,0.17,66,6.15918332935383
1550,0.17,67,6.531510960959406
1550,0.17,68,6.035864309226507
1550,0.17,69,5.172744626233206
1550,0.17,70,5.2174166806902775
1550,0.17,71,7.296974071395066
1550,0.17,72,5.429129799722058
1550,0.17,73,7.000316353130358
1550,0.17,74,5.290878070832088
1550,0.17,75,5.878728602193646
1550,0.17,76,5.65677696179808
1550,0.17,77,5.4369003399122855
1550,0.17,78,4.907640248869505
1550,0.17,79,5.573008162353528
1550,0.17,80,4.314043380532142
1550,0.25,0,16.62899395182429
1550,0.25,1,18.12125393993896
1550,0.25,2,19.215984443167102
1550,0.25,3,17.60352630389637
1550,0.25,4,16.140874857231033
1550,0.25,5,14.38822268681243
1550,0.25,6,19.367106139107012
1550,0.25,7,15.619879131051004
1550,0.25,8,16.181110962468676
1550,0.25,9,16.984748683471633
1550,0.25,10,16.282011763612584
1550,0.25,11,18.345502495079437
1550,0.25,12,12.835261266564057
1550,0.25,13,18.33373163706506
1550,0.25,14,18.39173161901844
1550,0.25,15,16.57529889463641
1550,0.25,16,14.209509342428381
1550,0.25,17,16.384860492407512
1550,0.25,18,16.838652358617047
1550,0.25,19,17.1680787871214
1550,0.25,20,16.431232862107425
1550,0.25,21,16.893014130609156
1550,0.25,22,17.118932888406242
1550,0.25,23,17.694070788775672
1550,0.25,24,16.605454023091077
1550,0.25,25,14.970048012441769
1550,0.25,26,12.691332273464658
1550,0.25,27,12.613782807003043
1550,0.25,28,10.363760103347062
1550,0.25,29,12.328021690589066
1550,0.25,30,10.067327802759818
1550,0.25,31,10.33380070247818
1550,0.25,32,7.882663119026512
1550,0.25,33,8.653979980378352
1550,0.25,34,9.402460163020498
1550,0.25,35,6.929898975779876
1550,0.25,36,6.34528724322575
1550,0.25,37,6.810672603047216
1550,0.25,38,6.12809234634349
1550,0.25,39,6.356795226990995
1550,0.25,40,6.464985226263257
1550,0.25,41,5.980388403184275
1550,0.25,42,5.095562094119409
1550,0.25,43,5.974054704542808
1550,0.25,44,4.283212272575014
1550,0.25,45,4.849513362846691
1550,0.25,46,3.5183011024417405
1550,0.25,47,4.488925461799301
1550,0.25,48,3.595765463919671
1550,0.25,49,5.405042995541169
1550,0.25,50,5.012605477111414
1550,0.25,51,5.47061180568753
1550,0.25,52,4.4298105827632
1550,0.25,53,5.33452892057017
1550,0.25,54,4.278761050585846
1550,0.25,55,5.093364160159467
1550,0.25,56,3.7500516136367366
1550,0.25,57,5.424283316582473
1550,0.25,58,4.974834585267963
1550,0.25,59,4.678823136345449
1550,0.25,60,3.9256124623534645
1550,0.25,61,2.8237095022132572
1550,0.25,62,3.4609385988892205
1550,0.25,63,4.214835883915781
1550,0.25,64,2.6416759961584537
1550,0.25,65,2.7740990695723085
1550,0.25,66,3.80498098884643
1550,0.25,67,3.8986197986444315
1550,0.25,68,3.219171617542306
1550,0.25,69,3.131265546240214
1550,0.25,70,2.4464651934748676
1550,0.25,71,4.637268833027586
1550,0.25,72,3.0551279265837645
1550,0.25,73,4.5300827568866175
1550,0.25,74,2.94961589015635
1550,0.25,75,3.039900887115106
1550,0.25,76,3.350412833003384
1550,0.25,77,3.143857279636237
1550,0.25,78,2.26603369645411
1550,0.25,79,2.6620586226013514
1550,0.25,80,1.8357031125594632
1550,0.5,0,11.619412707363768
1550,0.5,1,13.255561300084883
1550,0.5,2,14.761447541264602
1550,0.5,3,12.661548812743764
1550,0.5,4,11.50071377161377
1550,0.5,5,10.139454476720786
1550,0.5,6,14.472109223297078
1550,0.5,7,10.94086984651868
1550,0.5,8,11.2249442471094
1550,0.5,9,12.377006402295642
1550,0.5,10,11.208746374784576
1550,0.5,11,13.595830834669332
1550,0.5,12,8.52435237173606
1550,0.5,13,13.571250118667502
1550,0.5,14,13.76664710019847
1550,0.5,15,12.124916564442078
1550,0.5,16,9.574726275574044
1550,0.5,17,11.410318330483898
1550,0.5,18,11.946239331189421
1550,0.5,19,12.608864164103986
1550,0.5,20,11.485318827651781
1550,0.5,21,12.525742614130293
1550,0.5,22,12.54128444463139
1550,0.5,23,12.831115729779391
1550,0.5,24,11.838355889235652
1550,0.5,25,10.142701540048439
1550,0.5,26,7.975737122735838
1550,0.5,27,8.342840498782559
1550,0.5,28,6.119490344378144
1550,0.5,29,7.810134823485979
1550,0.5,30,5.764290603791699
1550,0.5,31,6.292087875373873
1550,0.5,32,3.675537326191459
1550,0.5,33,4.74480004471111
1550,0.5,34,5.341848142198806
1550,0.5,35,2.8926627445358646
1550,0.5,36,2.32146477832769
1550,0.5,37,3.40115077456271
1550,0.5,38,2.0982466358029543
1550,0.5,39,2.757655723135475
1550,0.5,40,2.312958023951086
1550,0.5,41,1.9848808057425775
1550,0.5,42,1.5165130937057614
1550,0.5,43,2.0743424505683876
1550,0.5,44,0.2957722229186658
1550,0.5,45,1.1521035238559256
1550,0.5,46,-0.11775289513474778
1550,0.5,47,0.9830874897615274
1550,0.5,48,0.13429061257372435
1550,0.5,49,1.5367182097556815
1550,0.5,50,1.3597577923160438
1550,0.5,51,1.3366221538817566
1550,0.5,52,0.2563443218201455
1550,0.5,53,1.6240532445621787
1550,0.5,54,0.5722895260753212
1550,0.5,55,1.2631457237880908
1550,0.5,56,0.16411083182031352
1550,0.5,57,1.90764635686616
1550,0.5,58,1.1858598405561054
1550,0.5,59,0.6990918805600453
1550,0.5,60,0.34455490182552134
1550,0.5,61,-0.6281990709727732
1550,0.5,62,-0.185597039355156
1550,0.5,63,0.43788072791977634
1550,0.5,64,-0.9684335598203673
1550,0.5,65,-0.8686112756665016
1550,0.5,66,0.5007521737043604
1550,0.5,67,0.19520001712617205
1550,0.5,68,-0.14940410337620774
1550,0.5,69,-0.7469333619234911
1550,0.5,70,-0.7286558679056938
1550,0.5,71,1.0222429946382736
1550,0.5,72,-0.3650042320997345
1550,0.5,73,1.2088127118508796
1550,0.5,74,-0.42981175673010263
1550,0.5,75,-0.35820743354774176
1550,0.5,76,-0.3679022435249099
1550,0.5,77,-0.3452534183226028
1550,0.5,78,-1.1054542070465923
1550,0.5,79,-0.41033952160299936
1550,0.5,80,-1.3042382036098028
2000,0.08,0,35.30883659055977
2000,0.08,1,37.29275628772076
2000,0.08,2,74.40267789560858
2000,0.08,3,32.03776315075814
2000,0.08,4,37.92247876300255
2000,0.08,5,38.8498841397082
2000,0.08,6,28.36979788570675
2000,0.08,7,47.835972434644816
2000,0.08,8,47.13420842001674
2000,0.08,9,59.908158377514034
2000,0.08,10,43.72119882672277
2000,0.08,11,33.18975115523812
2000,0.08,12,41.82678888656734
2000,0.08,13,30.642566850159163
2000,0.08,14,34.84599719448485
2000,0.08,15,37.6158755649804
2000,0.08,16,99.97912336524965
2000,0.08,17,50.17419638309391
2000,0.08,18,38.53697498531504
2000,0.08,19,42.368474120026825
2000,0.08,20,36.61163511287266
2000,0.08,21,34.36702940562109
2000,0.08,22,48.92534749218707
2000,0.08,23,36.632993431894484
2000,0.08,24,38.16019007938293
2000,0.08,25,29.075834364575186
2000,0.08,26,27.488183611122196
2000,0.08,27,28.939100366735694
2000,0.08,28,24.424442826199734
2000,0.08,29,22.353216037897916
2000,0.08,30,22.0361117336676
2000,0.08,31,19.292226451663602
2000,0.08,32,19.651448658474095
2000,0.08,33,21.38276056346906
2000,0.08,34,21.951693771315245
2000,0.08,35,18.85653436548172
2000,0.08,36,18.999175534531762
2000,0.08,37,15.770851535478716
2000,0.08,38,20.53858837002732
2000,0.08,39,15.683095188145934
2000,0.08,40,12.371088896920845
2000,0.08,41,17.48487922799894
2000,0.08,42,13.20773343398465
2000,0.08,43,14.099480105906972
2000,0.08,44,17.056653038510294
2000,0.08,45,11.882128665345377
2000,0.08,46,15.03959556977669
2000,0.08,47,12.43326802958045
2000,0.08,48,12.110883021250435
2000,0.08,49,11.596403830175568
2000,0.08,50,13.433115846849628
2000,0.08,51,16.341170244893306
2000,0.08,52,12.903747424815842
2000,0.08,53,13.860633243798077
2000,0.08,54,13.365738824099967
2000,0.08,55,11.402632653599456
2000,0.08,56,9.689651095962228
2000,0.08,57,11.290359960395342
2000,0.08,58,11.164120514512183
2000,0.08,59,11.678151537494049
2000,0.08,60,11.721803225887708
2000,0.08,61,11.149136047272112
2000,0.08,62,11.725859134713977
2000,0.08,63,10.440085928533767
2000,0.08,64,10.429365656938653
2000,0.08,65,10.52949151198729
2000,0.08,66,8.227969877922888
2000,0.08,67,10.007950476741804
2000,0.08,68,11.731309141779006
2000,0.08,69,9.244498608223244
2000,0.08,70,10.097816313930007
2000,0.08,71,10.349066396884893
2000,0.08,72,9.539160357209447
2000,0.08,73,9.808703523229125
2000,0.08,74,11.668998186780495
2000,0.08,75,10.08292326125335
2000,0.08,76,10.628458696489272
2000,0.08,77,10.3080824234174
2000,0.08,78,11.173263519165364
2000,0.08,79,9.290007434083979
2000,0.17,0,29.487614423307782
2000,0.17,1,31.319451681916494
2000,0.17,2,66.21626509528681
2000,0.17,3,25.908148092469812
2000,0.17,4,32.37472988912786
2000,0.17,5,33.050679540103964
2000,0.17,6,22.82252225265376
2000,0.17,7,41.68540938826459
2000,0.17,8,40.84471740336431
2000,0.17,9,51.694929559035174
2000,0.17,10,37.00997882582047
2000,0.17,11,28.11512248643512
2000,0.17,12,36.08222306662539
2000,0.17,13,25.142081234535148
2000,0.17,14,28.711505946449158
2000,0.17,15,32.12500755196094
2000,0.17,16,91.85452553847323
2000,0.17,17,43.853200449335844
2000,0.17,18,33.20123355973445
2000,0.17,19,35.82070524808924
2000,0.17,20,30.404915306521584
2000,0.17,21,28.845034749219465
2000,0.17,22,41.90767017172919
2000,0.17,23,30.690736807778528
2000,0.17,24,31.96178070427022
2000,0.17,25,23.628415738731846
2000,0.17,26,21.773440212806836
2000,0.17,27,23.373926640104546
2000,0.17,28,18.81537850299124
2000,0.17,29,16.86453340754574
2000,0.17,30,16.533960684165912
2000,0.17,31,14.356815983870927
2000,0.17,32,14.450118021604357
2000,0.17,33,15.68504478500243
2000,0.17,34,16.540905019356934
2000,0.17,35,13.524749081528546
2000,0.17,36,13.44661001201414
2000,0.17,37,10.62212972768257
2000,0.17,38,15.791780277260656
2000,0.17,39,10.747411178602158
2000,0.17,40,7.519362278217296
2000,0.17,41,13.417544666329672
2000,0.17,42,8.855578031949033
2000,0.17,43,9.284663869073789
2000,0.17,44,11.889346777376849
2000,0.17,45,7.226825915067137
2000,0.17,46,10.590561621214642
2000,0.17,47,7.672627175489215
2000,0.17,48,7.578600698478633
2000,0.17,49,7.099923436927284
2000,0.17,50,8.580144809413301
2000,0.17,51,11.33665412292813
2000,0.17,52,8.626031998485477
2000,0.17,53,9.560097817300074
2000,0.17,54,9.100991729359249
2000,0.17,55,7.166764571085324
2000,0.17,56,4.8382308405873875
2000,0.17,57,6.956857587867578
2000,0.17,58,7.071188883518807
2000,0.17,59,7.297485617388702
2000,0.17,60,7.32430159727846
2000,0.17,61,6.5538213089686135
2000,0.17,62,7.490514512975125
2000,0.17,63,6.4511243053761245
2000,0.17,64,5.9512504531291075
2000,0.17,65,6.206112678428417
2000,0.17,66,3.979943404847143
2000,0.17,67,5.859843713127472
2000,0.17,68,6.9547822720893935
2000,0.17,69,4.846622485723877
2000,0.17,70,6.2092469149548215
2000,0.17,71,5.889996178600711
2000,0.17,72,5.118817916764442
2000,0.17,73,5.786104967293072
2000,0.17,74,6.993361879640253
2000,0.17,75,5.95208917513954
2000,0.17,76,6.189490603946746
2000,0.17,77,5.836343409201446
2000,0.17,78,6.704072463991227
2000,0.17,79,5.160978129750652
2000,0.25,0,25.79068861882644
2000,0.25,1,27.905415418317652
2000,0.25,2,62.06919327647671
2000,0.25,3,23.42796794421028
2000,0.25,4,29.378002817345987
2000,0.25,5,29.158030580833298
2000,0.25,6,20.363986063151536
2000,0.25,7,38.10386633338088
2000,0.25,8,37.360276795663154
2000,0.25,9,48.1842143242283
2000,0.25,10,33.88400317636981
2000,0.25,11,24.70587999247455
2000,0.25,12,32.66310390806495
2000,0.25,13,21.86756108912385
2000,0.25,14,25.93338842953008
2000,0.25,15,28.870013109817133
2000,0.25,16,86.06736797821152
2000,0.25,17,40.52702565605145
2000,0.25,18,29.810098451096685
2000,0.25,19,32.336548717897216
2000,0.25,20,27.501883217970168
2000,0.25,21,25.185818997244365
2000,0.25,22,38.41024024383376
2000,0.25,23,28.16768014515923
2000,0.25,24,28.84364506424798
2000,0.25,25,20.63865268150387
2000,0.25,26,18.779649932296476
2000,0.25,27,20.34624481634532
